ID,Weapon_Name,Country_of_Origin,Manufacturer,Category,Subcategory,Year_Introduced,Year_Retired,Service_Status,Caliber,Action_Type,Effective_Range_m,Max_Range_m,Weight_kg,Length_mm,Barrel_Length_mm,Muzzle_Velocity_mps,Rate_of_Fire_rpm,Magazine_Capacity,Warhead_Weight_kg,Max_Speed_kmh,Crew_Size,Unit_Cost_USD,Num_Operator_Nations,Primary_Users,NATO_Compatible,Generation,Theater_of_Operation,Export_Status,Combat_Proven,Propulsion_Type,Guidance_System,Communication_System,Operating_Environment,Protection_Level,Notes
9841,J-v1,DR Congo,State Defence Enterprise,Aircraft,Lead-in Fighter Trainer,1995,,Reserve,N/A (no gun),N/A - FBW quadruplex,656165,943353,124783.16,,,,,,,2741,2,3280463321,34,DR Congo + 33 allied nations,No,5th,Air,Very Limited Export,Limited,Combined turbofan+ramjet,Unguided,IFF Mode 4/5,Littoral,Soft-kill APS,5th generation Lead-in Fighter Trainer; operated by DR Congo; reserve service; Littoral optimised
9842,PP-54,Greece,Ministry Arms Factory,Support Weapon,Thermobaric Launcher,1980,,In Development,40x53mm,Blowback full auto,1313,1864,134.79,1481,,332,10,31,190.7,,2,38861,21,Greece + 20 allied nations,No,3.5th,Land,Widely Exported,Yes,Mechanical,N/A,Software Defined Radio,High-altitude,Active Protection System,3.5th generation Thermobaric Launcher; operated by Greece; in development service; High-altitude optimised
9843,RPG-IV,Russia,Fakel MKB,Support Weapon,Flamethrower System,1962,,Active,105mm recoilless,Muzzle-loaded drop-fire,835,1335,179.24,1221,1358,433,26,26,484.1,,2,18323,20,Russia + 19 allied nations,No,5th+,Land,Very Limited Export,Yes,Manual,Manual,Encrypted UHF/VHF,Multi-environment,Steel plate,5th+ generation Flamethrower System; operated by Russia; active service; Multi-environment optimised
9844,LAV-360,Malta,Government Defence Works,Armored Vehicle,Infantry Fighting Vehicle,1989,,Active (Limited),105mm rifled,N/A - unmanned turret,4962,9646,14154.98,11249,,,,,,,1,10030833,23,Malta + 22 allied nations,Partial,6th (prototype),Land,Embargoed,No,Diesel V-8,N/A,HF/VHF/UHF,Underground,Explosive Reactive Armour (ERA),6th (prototype) generation Infantry Fighting Vehicle; operated by Malta; active (limited) service; Underground optimised
9845,UH-337,Hungary,Armed Forces Ordnance,Aircraft,Strategic Transport,2012,,Testing/Evaluation,30mm GSh-30-1,N/A - FBW quadruplex,12114729,22973727,124417.93,,,,,,,1722,6,3551436349,15,Hungary + 14 allied nations,Yes,3.5th,Air,Not Exported,No,Turbofan,Manual,BFT Blue Force Tracking,Littoral,Steel plate,3.5th generation Strategic Transport; operated by Hungary; testing/evaluation service; Littoral optimised
9846,JS-69,Netherlands,National Ordnance Plant,Naval,Corvette,1956,,In Development,155mm AGS,N/A - naval propulsion,,,11294317.61,197357,,,,,,,4053,12330609686,15,Netherlands + 14 allied nations,Yes,2nd,Sea,Widely Exported,Limited,Diesel-electric,N/A,VHF radio,Urban,Slat/Cage armor,2nd generation Corvette; operated by Netherlands; in development service; Urban optimised
9847,MSTAR-192,Azerbaijan,State Arsenal,Special Systems,Electronic Warfare System,2002,,Active (Limited),Directed energy beam,Electronic jamming,333159,409285,30121.82,6263,,,,,,,6,21705704,24,Azerbaijan + 23 allied nations,N/A,3rd,Sea,Embargoed,No,N/A,Manual,IFF Mode 4/5,Underground,Slat/Cage armor,3rd generation Electronic Warfare System; operated by Azerbaijan; active (limited) service; Underground optimised
9848,FH-108,Moldova,State Arsenal,Artillery,Precision Guided MRL,2009,,Active (Limited),155mm/52cal,N/A rocket,,,3364.46,6388,,,27,68,,,9,8522885,6,Moldova + 5 allied nations,Partial,3.5th,Land,Not Exported,Yes,Self-propelled diesel,Optical,Encrypted UHF/VHF,Arctic/Cold weather,NERA,3.5th generation Precision Guided MRL; operated by Moldova; active (limited) service; Arctic/Cold weather optimised
9849,JS-352,Netherlands,State Defence Enterprise,Naval,Guided Missile Destroyer,1977,,Active,VLS Mk41 cells,N/A - naval propulsion,,,105138783.78,75323,,,,,,,5210,15929390737,8,Netherlands + 7 allied nations,No,5th+,Sea,Limited Export,Limited,Nuclear PWR,Unguided,BLOS datalink,Amphibious,Hard-kill APS (Trophy),5th+ generation Guided Missile Destroyer; operated by Netherlands; active service; Amphibious optimised
9850,HMS-299,Estonia,National Ordnance Plant,Naval,Guided Missile Destroyer,1957,,Active,ASROC,N/A - naval propulsion,,,22886462.84,88663,,,,,,,763,15170563145,30,Estonia + 29 allied nations,No,4.5th,Sea,Key Export Product,Yes,Conventional propeller,Inertial,VHF radio,Amphibious,Hard-kill APS (Trophy),4.5th generation Guided Missile Destroyer; operated by Estonia; active service; Amphibious optimised
9851,MPT-163,Laos,National Defence Industries,Small Arm,Pistol,2013,,In Development,6.5mm Creedmoor,Bolt-action,1403,2047,15.85,1232,394,366,414,113,,,2,249925,8,Laos + 7 allied nations,No,4.5th,Land,Widely Exported,No,Chemical,Optical,IFF Mode 4/5,Urban,Explosive Reactive Armour (ERA),4.5th generation Pistol; operated by Laos; in development service; Urban optimised
9852,FS-266,Tanzania,Armed Forces Ordnance,Naval,Corvette,2010,,Active,100mm,N/A - naval propulsion,,,23529860.76,283211,,,,,,,3259,16072469992,33,Tanzania + 32 allied nations,No,2nd,Sea,Limited Export,Yes,Nuclear PWR,Manual,IFF Mode 4/5,Mountain,Slat/Cage armor,2nd generation Corvette; operated by Tanzania; active service; Mountain optimised
9853,Type-T,Somalia,Ministry Arms Factory,Support Weapon,Heavy Mortar,1986,,Testing/Evaluation,105mm recoilless,Trigger-fired muzzle-loaded,1617,2326,88.6,1032,712,327,10,49,211.7,,2,8722,35,Somalia + 34 allied nations,N/A,5th,Land,Limited Export,No,Mechanical,Optical,Link 16 datalink,Jungle,Explosive Reactive Armour (ERA),5th generation Heavy Mortar; operated by Somalia; testing/evaluation service; Jungle optimised
9854,J-120,Ukraine,State Defence Enterprise,Aircraft,Lead-in Fighter Trainer,1953,,Active,23mm GSh-23,N/A - FBW quadruplex,12520137,15806112,31674.75,14514,,,,,,1646,4,2278450493,34,Ukraine + 33 allied nations,Yes,4.5th,Air,Not Exported,No,Combined turbofan+ramjet,N/A,VHF radio,Underground,Full spectrum protection,4.5th generation Lead-in Fighter Trainer; operated by Ukraine; active service; Underground optimised
9855,JS-351,Bosnia,Government Defence Works,Naval,Corvette,1961,,In Development,Torpedo 533mm,N/A - naval propulsion,,,23905304.37,50009,,,,,,,2876,12901630319,16,Bosnia + 15 allied nations,Yes,4.5th,Sea,Widely Exported,No,Conventional propeller,Inertial,IFF Mode 4/5,Desert,Explosive Reactive Armour (ERA),4.5th generation Corvette; operated by Bosnia; in development service; Desert optimised
9856,RCH-236,Saudi Arabia,State Defence Enterprise,Special Systems,Directed Energy Weapon,2012,,Active (Limited),Jamming spectrum,Electronic jamming,889509,2445834,31644.46,2835,,,,,,,4,67579143,29,Saudi Arabia + 28 allied nations,Partial,2nd,Air,Key Export Product,Yes,Manual,N/A,Software Defined Radio,Mountain,Electro-optical APS,2nd generation Directed Energy Weapon; operated by Saudi Arabia; active (limited) service; Mountain optimised
9857,RCL-274,Poland,WB Electronics,Support Weapon,Automatic Grenade Launcher,1972,,Active,84mm,Breech-loaded single shot,11057,17254,,1628,358,93,20,,415.3,,5,99489,33,Poland + 32 allied nations,N/A,5th,Land,Very Limited Export,Yes,N/A,N/A,JTIDS,Jungle,Electro-optical APS,5th generation Automatic Grenade Launcher; operated by Poland; active service; Jungle optimised
9858,AH-184,Canada,Diemaco,Aircraft,Anti-Submarine Warfare Aircraft,2018,,Active,12.7mm HMG,N/A - conventional controls,2071812,2646247,193248.89,61502,,,,,,1791,5,1812299370,1,Canada,N/A,3.5th,Air,Exported,Yes,Turboprop,Manual,IFF Mode 4/5,High-altitude,NERA,3.5th generation Anti-Submarine Warfare Aircraft; operated by Canada; active service; High-altitude optimised
9859,Su-25,Norway,Kitron,Aircraft,Strategic Transport,1962,,Reserve,7.62mm minigun,N/A - fly-by-wire,6624375,12096851,3234.78,47163,,,,,,3102,5,3024048468,16,Norway + 15 allied nations,N/A,3.5th,Air,Limited Export,Yes,Turbofan,Unguided,VHF radio,Underground,Full spectrum protection,3.5th generation Strategic Transport; operated by Norway; reserve service; Underground optimised
9860,RBS-105,South Korea,Samsung Thales,Air Defense,Medium-Range SAM,1951,,Active,76mm,3-channel optical UV/IR/MIR,589977,837852,21084.64,,,,,,208.7,,11,457084566,27,South Korea + 26 allied nations,No,4th,Sea,Exported,No,Electric,Proximity radar fuse,VHF radio,Desert,Active Protection System,4th generation Medium-Range SAM; operated by South Korea; active service; Desert optimised
9861,BREM-174,Serbia,State Defence Enterprise,Special Systems,Electronic Warfare System,1997,,Active,N/A,Passive RF collection,307168,463294,29594.89,9653,,,,,,,5,61386182,12,Serbia + 11 allied nations,Yes,5th+,Land,Exported,Limited,Mechanical,Manual,JTIDS,High-altitude,Classified composite,5th+ generation Electronic Warfare System; operated by Serbia; active service; High-altitude optimised
9862,Type-417,Colombia,State Arsenal,Small Arm,Heavy Machine Gun,2012,2022,Retired,6.5mm Creedmoor,Lever-delayed blowback bullpup,2206,3595,6.21,,650,919,731,134,,,2,167909,13,Colombia + 12 allied nations,No,6th (prototype),Land,Very Limited Export,No,Electric,Optical,SATCOM,Jungle,Full spectrum protection,6th (prototype) generation Heavy Machine Gun; operated by Colombia; retired service; Jungle optimised
9863,L-488,USA,Barrett Firearms,Small Arm,Carbine,2000,,Active,40x46mm,Roller-delayed blowback,1400,2219,2.13,292,565,610,764,,,,2,217663,23,USA + 22 allied nations,N/A,5th,Land,Embargoed,Yes,Mechanical,N/A,BLOS datalink,Multi-environment,Electro-optical APS,5th generation Carbine; operated by USA; active service; Multi-environment optimised
9864,BMP-465,Mozambique,Ministry Arms Factory,Armored Vehicle,Amphibious APC,1959,,In Development,35mm autocannon,N/A - manual loading,5889,8276,46402.98,,,,,,,,4,10904540,10,Mozambique + 9 allied nations,No,3rd,Land,Exported,Yes,Diesel inline-6,Manual,HF/VHF/UHF,Mountain,Explosive Reactive Armour (ERA),3rd generation Amphibious APC; operated by Mozambique; in development service; Mountain optimised
9865,MCX-166,North Korea,National Ordnance Plant,Small Arm,Combat Shotgun,2017,,Active,9x19mm Parabellum,Roller-delayed blowback,2102,3468,12.77,,648,656,1294,58,,,2,171778,13,North Korea + 12 allied nations,N/A,5th+,Land,Widely Exported,Limited,N/A,Manual,JTIDS,Littoral,Composite Chobham,5th+ generation Combat Shotgun; operated by North Korea; active service; Littoral optimised
9866,Buk-Raptor,Serbia,National Ordnance Plant,Air Defense,MANPADS,1967,,Testing/Evaluation,23mm,Dual IR/radar seeker,69171,118244,12697.4,,,,,10,206.2,,10,1354251900,5,Serbia + 4 allied nations,No,5th+,Land,Exported,No,Chemical,3-band optical,IFF Mode 4/5,Mountain,Active Protection System,5th+ generation MANPADS; operated by Serbia; testing/evaluation service; Mountain optimised
9867,AN/-68,India,L&T Defence,Special Systems,Intelligence Collection Platform,2021,,Active,Directed energy beam,Automated sensor,576939,1619908,13191.3,4544,,,,,,,6,9955514,9,India + 8 allied nations,Partial,1st,Sea,Exported,Yes,Chemical,Manual,Software Defined Radio,Naval,Soft-kill APS,1st generation Intelligence Collection Platform; operated by India; active service; Naval optimised
9868,HERON-374,New Zealand,National Ordnance Plant,UAS,Suicide Drone,1945,,Reserve,N/A - EO/IR payload only,Operator-in-loop BLOS,3305081,7820247,10114.87,9344,,,,,25.1,854,0,181836537,13,New Zealand + 12 allied nations,Partial,2nd,Land,Not Exported,Yes,Turbofan,GPS waypoint,SATCOM,Littoral,Steel plate,2nd generation Suicide Drone; operated by New Zealand; reserve service; Littoral optimised
9869,YJ-396,Cambodia,Defence Production Corp,Missile,Air-Launched Ballistic Missile,2003,,Active (Limited),178mm,INS/GNSS/optical terminal,990806,1101091,55559.76,16846,,,,9,171.5,11666,1,54286154,28,Cambodia + 27 allied nations,Partial,4th,Air,Embargoed,No,Scramjet,Laser semi-active,VHF radio,Mountain,Composite + ERA,4th generation Air-Launched Ballistic Missile; operated by Cambodia; active (limited) service; Mountain optimised
9870,YJ-5,Libya,State Arsenal,Missile,Supersonic Cruise Missile,1955,,Active,150mm,Command link TVM,14428978,15557744,,4033,,,,3,18.5,2877,3,58958406,35,Libya + 34 allied nations,N/A,3rd,Land,Not Exported,No,Turbojet,Laser semi-active,VHF radio,Desert,Steel plate,3rd generation Supersonic Cruise Missile; operated by Libya; active service; Desert optimised
9871,G-481,Saudi Arabia,Ministry Arms Factory,Artillery,Ammunition Resupply Vehicle,1981,,Testing/Evaluation,203mm,Manual breech-loaded,287629,715844,52568.97,15924,,,,31,,,4,4826288,19,Saudi Arabia + 18 allied nations,No,4th,Land,Limited Export,Limited,Self-propelled diesel,Manual,Software Defined Radio,Naval,Steel plate,4th generation Ammunition Resupply Vehicle; operated by Saudi Arabia; testing/evaluation service; Naval optimised
9872,HQ-346,Switzerland,Mowag,Air Defense,Counter-UAS System,1970,,Active (Limited),23mm,3-channel optical UV/IR/MIR,383110,522408,35181.58,,,,,10,335.1,,4,193375542,8,Switzerland + 7 allied nations,Partial,6th (prototype),Land,Very Limited Export,Yes,N/A,IR homing,BLOS datalink,Mountain,Electro-optical APS,6th (prototype) generation Counter-UAS System; operated by Switzerland; active (limited) service; Mountain optimised
9873,ZBL-145,Armenia,National Defence Industries,Armored Vehicle,Command Vehicle,2006,,Active,12.7mm HMG,N/A - unmanned turret,6426,11539,64416.89,5458,,,,,,,2,7553421,18,Armenia + 17 allied nations,No,4th,Land,Not Exported,Yes,Gas turbine,N/A,SATCOM,Mountain,Composite + Trophy APS,4th generation Command Vehicle; operated by Armenia; active service; Mountain optimised
9874,PN-471,Lithuania,Defence Production Corp,Naval,Ballistic Missile Submarine,1993,,In Development,130mm A-192,N/A - naval propulsion,,,41104887.33,64800,,,,,,,2056,8695546652,23,Lithuania + 22 allied nations,No,3.5th,Sea,Exported,Yes,Pump-jet,Optical,SATCOM,Mountain,Slat/Cage armor,3.5th generation Ballistic Missile Submarine; operated by Lithuania; in development service; Mountain optimised
9875,Type-373,Cameroon,State Defence Enterprise,Small Arm,Submachine Gun,1961,,Active,7.62x54mmR,Bolt-action,1418,2006,17.12,1233,148,655,925,,,,2,129191,5,Cameroon + 4 allied nations,N/A,3.5th,Land,Exported,Limited,Electric,Manual,BLOS datalink,Jungle,Explosive Reactive Armour (ERA),3.5th generation Submachine Gun; operated by Cameroon; active service; Jungle optimised
9876,VBCI-200,South Africa,Armed Forces Ordnance,Armored Vehicle,Self-Propelled AA Vehicle,1994,,Active,115mm smoothbore,N/A - manual loading,7367,10850,34394.37,4108,,,,,,,2,7881847,34,South Africa + 33 allied nations,Partial,4.5th,Land,Very Limited Export,Yes,Diesel V-12,Inertial,Link 11,Mountain,Steel plate,4.5th generation Self-Propelled AA Vehicle; operated by South Africa; active service; Mountain optimised
9877,RBS-Delta,Myanmar,National Defence Industries,Anti-Tank,Tandem HEAT ATGM,2006,,Testing/Evaluation,160mm,RF command guided,25125,35051,9.18,,,,,1,304.7,,2,436578,17,Myanmar + 16 allied nations,No,5th+,Land,Very Limited Export,Limited,Manual,Laser beam riding,IFF Mode 4/5,Desert,Active Protection System,5th+ generation Tandem HEAT ATGM; operated by Myanmar; testing/evaluation service; Desert optimised
9878,USS-15,Saudi Arabia,National Ordnance Plant,Naval,Ballistic Missile Submarine,2011,,Active (Limited),100mm,N/A - naval propulsion,,,19977101.96,,,,,,,,5229,4966119594,10,Saudi Arabia + 9 allied nations,Partial,3.5th,Sea,Not Exported,Yes,Nuclear PWR,N/A,Link 16 datalink,Mountain,Steel plate,3.5th generation Ballistic Missile Submarine; operated by Saudi Arabia; active (limited) service; Mountain optimised
9879,HQ-Pro,Switzerland,Pilatus Aircraft,Air Defense,Short-Range SAM,1991,,Active (Limited),23mm,Command inertial/TVM,403146,700024,,,,,,8,209.4,,12,798290298,35,Switzerland + 34 allied nations,N/A,4th,Land,Limited Export,Yes,Mechanical,Laser beam riding,JTIDS,Underground,Composite + Trophy APS,4th generation Short-Range SAM; operated by Switzerland; active (limited) service; Underground optimised
9880,Type-86,Montenegro,Ministry Arms Factory,Armored Vehicle,Armoured Ambulance,2022,,Active,20mm autocannon,N/A - semi-autoloader,4100,6472,20299.34,11356,,,,,,,2,9556780,26,Montenegro + 25 allied nations,Partial,1st,Land,Widely Exported,Yes,Gas turbine,Optical,JTIDS,High-altitude,Steel plate,1st generation Armoured Ambulance; operated by Montenegro; active service; High-altitude optimised
9881,AG-Cobra,Bosnia,National Ordnance Plant,Support Weapon,Guided Missile Launcher,2024,,Testing/Evaluation,76mm,Trigger-fired muzzle-loaded,9420,12164,162.62,770,1370,218,21,42,591.0,,2,102875,10,Bosnia + 9 allied nations,No,4.5th,Land,Key Export Product,Yes,N/A,Manual,HF/VHF/UHF,Jungle,Rolled Homogeneous Armour (RHA),4.5th generation Guided Missile Launcher; operated by Bosnia; testing/evaluation service; Jungle optimised
9882,C-33,Czech Republic,State Arsenal,Aircraft,Utility Helicopter,1986,,Reserve,7.62mm minigun,N/A - FBW quadruplex,13485738,18307444,182258.9,26327,,,,,,1653,2,153227706,14,Czech Republic + 13 allied nations,N/A,6th (prototype),Air,Key Export Product,Limited,Ramjet,Optical,Encrypted UHF/VHF,Arctic/Cold weather,Steel plate,6th (prototype) generation Utility Helicopter; operated by Czech Republic; reserve service; Arctic/Cold weather optimised
9883,NASAMS-185,Cambodia,National Ordnance Plant,Air Defense,Counter-UAS System,2018,,Active (Limited),100mm,IR heat-seeking dual-waveband,109098,182982,41663.28,,,,,4,374.4,,1,474427666,27,Cambodia + 26 allied nations,Partial,5th,Land,Limited Export,Limited,Electric,Proximity radar fuse,BFT Blue Force Tracking,Multi-environment,No armor,5th generation Counter-UAS System; operated by Cambodia; active (limited) service; Multi-environment optimised
9884,BMD-C1,Colombia,National Defence Industries,Armored Vehicle,Reconnaissance Vehicle,1958,1983,Retired,120mm smoothbore,N/A - unmanned turret,3145,5102,79504.59,4411,,,,,,,1,9538003,17,Colombia + 16 allied nations,N/A,4.5th,Land,Limited Export,Yes,Multi-fuel diesel,N/A,HF/VHF/UHF,Naval,Steel plate,4.5th generation Reconnaissance Vehicle; operated by Colombia; retired service; Naval optimised
9885,USS-298,Kenya,Armed Forces Ordnance,Naval,Guided Missile Destroyer,1962,1975,Retired,ASROC,N/A - naval propulsion,,,82495197.97,133303,,,,,,,1461,6224140623,8,Kenya + 7 allied nations,Yes,2nd,Sea,Widely Exported,No,CODAG combined,Unguided,UHF radio,Mountain,Full spectrum protection,2nd generation Guided Missile Destroyer; operated by Kenya; retired service; Mountain optimised
